OBJECT_ID,Location,Latitude ,Longitude ,POI,POI_Encoded,Camera,Camera_Encoded,Population,Population density,Label
88,"Times Square, Basement Parking P2 - Sheikh Zayed Rd - Dubai",25.14188004,55.22001504,mall,2,yes,1,26569,7651.154606,1
89,"Jumeirah Beach Hotel, Jumeira Beach Rd - Dubai",25.14440492,55.19212349,hotel,0,yes,1,7021,4855.578201,1
90,Dubai Holding - Umm Suqeim St - Umm SuqeimUmm Suqeim 3 - Dubai,25.13388424,55.18948929,charging st,0,not_sure,0,7021,4855.578201,1
91,"Mall Of Emirates Parking, Level 2, C8 - Al Barsha Rd - Dubai",25.11901347,55.20126572,mall,2,yes,1,35469,12990.48965,1
92,"Hilton Garden Inn Hotel, Ground Floor - 22nd St - Dubai",25.11901347,55.19677208,hotel,0,yes,1,35469,12990.48965,1
93,"Anantara Hotel Parking, Ground Floor - Crescent Rd - Palm Jumeirah - Dubai",25.13267541,55.15372241,hotel,0,yes,1,22333,1106.5478,1
94,mina seyahi beach ,25.09343662,55.1490303,hotel,0,yes,1,55052,11900.52901,1
95,128940 - King Salman Bin Abdulaziz Al Saud St - Dubai Marina - Dubai,25.09475554,55.14591366,charging st,0,yes,1,22333,1106.5478,1
96,The Walk - Dubai Marina - Dubai,25.08385307,55.13770628,avenue,1,yes,1,55052,11900.52901,1
97,The Walk - Jumeirah Beach Residence - Dubai,25.08088065,55.1370499,avenue,1,yes,1,55052,11900.52901,1
98,34JP+5FG - Dubai Marina - Dubai,25.08065771,55.13573713,hotel,0,yes,1,55052,11900.52901,1
99,"P.O.BOX.NO.73029 Radisson Blu Residence Dubai Marina Dubai Marina, 73029",25.07991459,55.14353167,hotel,0,yes,1,55052,11900.52901,1
100,"Dubai Marina Mall Parking A, Level 2 - Al Marsa St - Dubai Marina - Dubai",25.07738796,55.14082777,mall,1,yes,1,55052,11900.52901,1
101,34GR+86V - Dubai Marina - Dubai,25.07617231,55.14040834,avenue,1,yes,1,55052,11900.52901,1
102,Al Barsha Rd - Al BarshaAl Barsha 1 - Dubai,25.12827799,55.20034896,charging st,1,not_sure,0,4097,3424.714013,1
103,Sheikh Zayed Rd - Al SufouhAl Sufouh 2 - Dubai,25.10709315,55.17194895,charging st,1,not_sure,0,5592,1690.599976,1
104,Sheikh Zayed Rd - Barsha Heights - Dubai,25.10300981,55.17311363,charging st,1,not_sure,0,5592,1690.599976,1
105,Sheikh Zayed Rd - Barsha Heights - Dubai,25.10049592,55.17351021,charging st,1,not_sure,0,22638,26549.58708,1
106,35WC+HWQ - Barsha Heights - Dubai,25.09744327,55.17222132,charging st,1,not_sure,0,22638,26549.58708,1
107,Al Falak Street Dubai PO Box 211723 - Dubai,25.09636584,55.1567546,charging st,1,not_sure,0,5592,1690.599976,1
108,King Salman Bin Abdulaziz Al Saud St - Dubai Marina - Dubai,25.09932874,55.15259049,avenue,1,yes,1,5592,1690.599976,1
109,1 Al Falak St - Al SufouhAl Sufouh 2 - Dubai,25.09250499,55.15268963,charging st,1,not_sure,0,5592,1690.599976,1
110,446Q+R6X - The Palm Jumeirah - Dubai,25.11694146,55.13733066,charging st,1,not_sure,0,22333,1106.5478,1
111,???? ????? ???? - The Palm Jumeirah - Dubai,25.11152898,55.14114967,charging st,0,not_sure,0,22333,1106.5478,1
112,Kempinski Residences & Hotel Apartments Dubai PO Box 2149941 - Crescent Rd - Dubai,25.11393456,55.10877106,hotel,1,yes,1,22333,1106.5478,1
113,Al Mamzar Park - Al Khaleej Rd - Al Mamzar - Dubai,25.32456543,55.34611616,charging st,2,not_sure,0,14178,3568.303269,1
114,"Muraqqabat Police Station, Salah Al Din St, Al Muraqqabat - Dubai",25.27766974,55.330337,police st,2,yes,1,81741,72387.26338,1
115,"Dafza HQ, Entrance Parking, Near Food Court - Al Quds St - Dubai",25.26686631,55.37072883,park,2,not_sure,0,10957,6027.782186,1
116,Dubai International Airport - Terminal 1 28 C St - Garhoud - Dubai,25.25297476,55.35195517,Airport,0,yes,1,22,1.656620511,1
117,The Dubai Mall - Dubai,25.2044438,55.28245381,mall,2,yes,1,7509,969.7244961,1
118,PO BOX 114822 AE - 1 Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai,25.20349371,55.2743158,avenue,1,yes,1,12155,13769.68516,1
119,Dubai Petroleum Establishment - 14 C St - Al Satwa - Dubai,25.21608188,55.26407766,charging st,1,not_sure,0,54338,42645.24196,1
120,Meydan Racecourse - Al Meydan Rd - Nad Al Sheba 1 - Dubai,25.15788035,55.30214254,charging st,1,not_sure,0,5485,451.0720442,1
121,DEWA Sustainable Building - 01 6th St - Al Quoz - Dubai,25.1555414,55.23218787,company,2,yes,1,26569,7651.154606,1
122,62 18 C Street Dubai 75828 AE,25.15961105,55.22556198,charging st,1,not_sure,0,6247,5510.24048,1
123,"Dubai Police Academy, General Department of Training Parking - Umm Suqeim St - Al SufouhAl Sufouh 1 - Dubai",25.12897828,55.19692867,Police st,2,yes,1,4097,3424.714013,1
124,841 Jumeirah Beach Rd - Umm SuqeimUmm Suqeim 3 - Dubai,25.14483116,55.1910127,charging st,0,not_sure,0,7021,4855.578201,1
125,Jumeirah Mina A'Salam - D94 - Dubai,25.13947569,55.18580664,charging st,0,not_sure,0,7021,4855.578201,1
126,35W8+R2Q - Al SufouhAl Sufouh 2 - Dubai,25.10328405,55.16503137,charging st,0,not_sure,0,5592,1690.599976,1
127,"Dubai Hospital Car Parking, Al Khaleeg Rd, Al Baraha - Deira - Dubai",25.28921438,55.32035299,hospital,2,yes,1,14,21.68680574,1
128,HH The Ruler's Court - Ali Bin Abi Taleb St - Dubai,25.27252822,55.29902891,government building,2,yes,1,15453,140269.6899,1
129,Car parking - Al Ghubaiba Rd - Al Fahidi - Dubai,25.27025759,55.28940366,car parking,1,yes,1,14129,1768.667255,1
130,"Dubai Courts Parking, Main Building - Riyadh St - Dubai",25.25625444,55.32037187,government building,2,yes,1,6984,18844.2983,1
131,Dubai Police Officer's Club - Sheikh Rashid Rd - Dubai,25.22862187,55.32664921,Police st,2,yes,1,4867,1893.002515,1
132,11444 - Financial Center Rd - Dubai,25.1962939,55.28103174,centre,2,yes,1,18698,10655.61536,1
133,105 316 Road Dubai 38495 AE - 316 Rd - Dubai,25.12035498,55.1972108,charging st,1,not_sure,0,4112,880.4798548,1
134,Public Library - Dubai-Hatta Rd - Dubai,25.01989811,56.12853446,library,2,yes,1,0,0,1
135,Customer Happiness Center - Hatta - Dubai,24.84742479,56.1261312,centre,2,yes,1,13295,281.775705,1
136,Enoc Petrol Station - E44 - Dubai,24.88729565,56.0959188,petrol st,2,yes,1,0,0,1
137,"Dewa R&D Center, Mohammed bin Rashid Al Maktoum Solar Park, Seih Al-Dahal - ???",24.83496251,55.37631436,center,2,yes,1,589,85.86192673,1
138,Adnoc Petrol Station - Al Ain - Dubai Rd - ???,24.89766654,55.55757561,petrol st,2,yes,1,930,25.24704858,1
139,Park - Saih Al Salam St - Dubai,24.96491378,55.47243157,park,2,yes,1,79,3.761077131,1
140,Al Maktoum International Airport - Dubai Airport - ???? ???????? - Dubai,24.90015783,55.16206782,airport,0,yes,1,2183,16.08026258,1
141,Enoc Petrol Station - Sheikh Mohammed Bin Zayed Rd - Dubai,24.89019236,55.03572505,petrol st,2,yes,1,9,0.263555067,1
142,Eppco Petrol Station - Sheikh Zayed Rd - Dubai,24.9624238,55.00276607,petrol st,2,yes,1,3300,139.5641823,1
143,"Expo 2020 Office, Dubai South - Dubai",24.99478966,55.17305415,building,2,yes,1,69000,5413.731016,1
144,Dubai Investments Park - Dubai,25.01221391,55.15657466,park,2,yes,1,69000,5413.731016,1
145,"Parking, JAFZA Food Court 2 - Expo Rd - Mina Jebel AliJebel Ali Freezone - Dubai",25.0109694,55.09614986,building,2,yes,1,1513,4.167264833,1
146,"Jafza One Tower, Level -1, Green Zone, Row 12-41 Sheikh Zayed Rd, Jebel Ali - Dubai",24.97985263,55.08653682,building,2,yes,1,28600,862.790621,1
147,"Seven Towers Complex, Beside Sandwichi Restaurant - Dubai",25.13856505,55.37629792,building,2,yes,1,3505,906.8526212,1
148,Ministry of Climate Change & Environment - Al Ain - Dubai Rd - Academic City - Dubai,25.10996771,55.38591096,government building,2,yes,1,35361,6548.664728,1
149,Enoc Petrol Station - Emirates Rd - Dubai,25.08260747,55.35707185,petrol st,2,yes,1,19550,1288.732991,1
150,"Enoc Petrol Station, Sheikh Zayed Bin Hamdan Al Nahyan St - Dubai",25.08758252,55.30626008,petrol st,2,yes,1,9599,786.8159608,1
151,Al Qudra Cycle Track - Al Qudra Rd - Dubai,24.87222749,55.34608552,charging st,1,not_sure,0,589,85.86192673,1
152,Solar Park Innovation - Dubai DEWA Innovation Centre - Dubai,24.7671834,55.36684994,centre,2,yes,1,16,0.126331518,1
153,X3F9+CQH - Mina Jebel AliJebel Ali Freezone - Dubai,25.00139242,55.08120543,charging st,1,not_sure,0,28600,862.790621,1
154,Customer Happiness Center - 52 A St - Al Wasl - Dubai,25.218105,55.26231477,building,2,yes,1,54338,42645.24196,1
155,"Boulevard Parking 2, Level 1, Pillar 59, Sheikh - Sheikh Mohammed bin Rashid Blvd - Dubai",25.21065033,55.27192781,avenue,1,yes,1,41048,22779.23255,1
156,"City Walk Two, Basement, Blue Parking E11 - Al Safa St - Dubai",25.22431687,55.26780794,avenue,1,yes,1,54338,42645.24196,1
157,My City Center - Al Barsha Parking - Dubai,25.10250643,55.24720857,centre,2,yes,1,68,3.453046478,1
158,"B45 - La Mer - Meraas, Yellow Parking A45 - 2 A St - ?????????? ? - Dubai",25.24976211,55.26451662,building,2,yes,1,14129,1768.667255,1
159,The Beach - Green Parking - Al Mamsha St - Dubai Marina - Dubai,25.08694051,55.13542727,mall,2,yes,1,55052,11900.52901,1
160,"One Central Parking, Ground Floor, P B1 - Sheikh Zayed Rd - Dubai",25.23982505,55.28923586,building,2,yes,1,21957,21445.11218,1
161,Emicool - Plant 7 - Detroit Rd - Motor City - Dubai,25.05957512,55.24941042,building,2,yes,1,68,3.453046478,1
162,Emirates Golf Club - Sheikh Zayed Rd - Emirates Hills 2 - Dubai,25.09689004,55.15877322,golf club,2,not_sure,0,5592,1690.599976,1
2,"Dira , alkleej road ( close to the gold market station) ",25.277357,55.301474,metro station ,1,yes ,1,1655,5827.452426,0
5,souk diera street ( infront of iranian market ) ,25.268761,55.299679,market,2,yes ,1,2766,26144.34309,0
6,18 th street (infront of hyber market ),25.269264,55.302261,market,2,yes ,1,3861,75994.52798,0
7,beside RSA international general trading ,25.274109,55.303912,trading center ,2,yes ,1,18925,184209.4016,0
8,Deira - Al Murar - Dubai - United Arab Emirates,25.276845,55.309796,small street,0,not_sure ,0,38294,182948.6104,0
9,25 th street beside Dentise gentel saon ,25.272085,55.310292,small street,0,not_sure ,0,48804,94681.00146,0
10,Near Al Maktoum Hospital Rd - Deira - Al Rigga ,25.266934,55.310721,street ,1,not_sure ,0,10279,21420.01946,0
12,Baraha St - Deira - beside albarha smart medical center ,25.281215,55.320078,medical center ,2,yes ,1,24373,37647.42173,0
13,Muteena - beside health hub clinic ,25.274004,55.322796,hospital ,2,yes ,1,43473,62556.60181,0
14,38 22 B St - Deira - Next to IBIS deira hotel,25.265715,55.323016,hotel ,2,yes ,1,68717,69731.03102,0
15,D85 - Deira - Riggat Al Buteen ,25.25905,55.31874,street ,1,not_sure ,0,6984,18844.2983,0
16,47 26B Street - Abu Hail ,25.285231,55.32942,mall,2,yes ,1,16905,20299.09746,0
18,Al Khabaisi - Dubai - United Arab Emirates,25.268722,55.337325,street ,0,not_sure ,0,1952,2495.694957,0
19,Port Saeed - Dubai - United Arab Emirates,25.249768,55.332913,port ,1,yes ,1,13266,7084.798692,0
20,Corniche Deira - Dubai - United Arab Emirates,25.300732,55.333886,sea ,1,not_sure ,0,468,574.3843225,0
21,28-32 14 A St - Deira,25.291025,55.336882,small street,0,not_sure ,0,20392,22545.79179,0
22,16th St - Deira - Dubai - United Arab Emirates,25.282628,55.347151,police station ,2,yes ,1,20847,23305.15892,0
23,883X+HJ2 - Al Mamzar - Dubai - United Arab Emirates,25.303662,55.349077,beach ,1,not_sure ,0,14178,3568.303269,0
24,12 11th St - Nad Shamma - Dubai - United Arab Emirates,25.216569,55.384502,high way,2,not_sure ,0,2964,4259.107385,0
26,69J9+39M - Umm Ramool - Dubai - United Arab Emirates,25.230254,55.368195,workshop ,2,yes ,1,3545,1062.016575,0
27,Al Rashidiya - Dubai - close to alrashidiya Library,25.224009,55.392086,libarary ,2,yes ,1,34594,11987.93464,0
30,Al Twar - Al Twar 2 - Dubai - United Arab Emirates,25.261426,55.381755,street ,1,not_sure ,0,4577,6847.78895,0
31,43 22nd St - Al Twar - Al Twar 3 - Dubai - United Arab Emirates,25.249527,55.39576,street ,1,not_sure ,0,10217,5386.574542,0
32,Al Nahda 1 - Dubai - United Arab Emirates,25.289755,55.364264,small street,0,not_sure ,0,29011,30711.2315,0
33,Al Qusais - Al Qusais 1 - Dubai - United Arab Emirates,25.278271,55.372442,police station ,2,yes ,1,41818,22811.9127,0
34,34a 14 St - Al Qusais - Al Qusais 2 - Dubai - United Arab Emirates,25.269504,55.387334,small street,0,not_sure ,0,11442,10259.86457,0
35,38 28th St - Al Qusais - Al Qusais 3 - Dubai - United Arab Emirates,25.261813,55.400417,small street,0,not_sure ,0,6812,4807.928858,0
36,Al Nahda - Al Nahda 2 - Dubai - United Arab Emirates,25.290448,55.377912,street ,1,not_sure ,0,56489,36740.49923,0
37,Al Qusais Industrial Area - Al Qusais Industrial Area 1 - Dubai - United Arab Emirates,25.286565,55.386364,industrial area ,2,yes ,1,8362,8764.17825,0
38,Al Qusais Industrial Area - Al Qusais Industrial Area 2 - Dubai - United Arab Emirates,25.282053,55.393435,industrial area ,2,yes ,1,8063,6456.051394,0
39,Muhaisnah - Muhaisnah 3 - Dubai - United Arab Emirates,25.271918,55.404133,street ,1,not_sure ,0,6129,5502.909545,0
40,Muhaisnah - Muhaisnah 4 - Dubai - United Arab Emirates,25.279175,55.40885,street ,1,not_sure ,0,32346,19314.92146,0
41,Unnamed Road - Sharjah - United Arab Emirates,25.298281,55.389189,high way ,2,not_sure ,0,2559,3772.974797,0
42,15th St - Al Qusais Industrial Area - Al Qusais Industrial Area 4 - Dubai - United Arab Emirates,25.293832,55.40039,industrial area ,2,yes ,1,2476,5092.961808,0
43,Solid Waste Dumping Area - Dubai - United Arab Emirates,25.286789,55.415024,dumbing area ,2,yes ,1,1286,654.1174583,0
44,Tameem Villas - Mirdif - 48 33C Street - Mirdif - Dubai - United Arab Emirates,25.222835,55.422035,compond ,2,yes ,1,60288,9664.920659,0
45,Mushrif - Dubai - United Arab Emirates,25.211954,55.449459,street ,1,not_sure ,1,63,6.482316768,0
46,Muhaisnah - Muhaisnah 1 - Dubai - United Arab Emirates,25.244314,55.417494,street ,1,not_sure ,1,7375,2436.587359,0
47,59 31st St - Al Mizhar - Al Mizhar 1 - Dubai - United Arab Emirates,25.244873,55.441702,small street,0,not_sure ,0,15806,3390.248148,0
48,Al Mizhar - Al Mizhar 2 - Dubai - United Arab Emirates,25.243071,55.460333,street ,1,not_sure ,0,10781,3592.672359,0
49,Cemetery - Muhaisnah - Muhaisanah 2 - Dubai - United Arab Emirates,25.26442,55.422312,street ,1,not_sure ,0,197838,50486.82428,0
50,Oud Al Muteena - Dubai - United Arab Emirates,25.26407,55.445376,street ,1,not_sure ,0,12510,5545.35393,0
51,Oud Al Muteena - Oud Al Muteena 2 - Dubai - United Arab Emirates,25.264317,55.464298,street ,1,not_sure ,0,5047,3215.354725,0
52,Unnamed Road - Dubai - United Arab Emirates,25.279366,55.433745,high way ,2,not_sure ,0,2,1.139098861,0
53,Old oud Mutena 3 ,25.274845,55.448458,street ,1,not_sure ,0,6344,5310.282228,0
54,Wadi Al Amardi - Dubai - United Arab Emirates,25.203367,55.491239,street ,1,not_sure ,0,3193,155.2290075,0
55,Al Khawaneej - Al Khawaneej 1 - Dubai - United Arab Emirates,25.244746,55.48735,crowded area ,2,not_sure ,0,12241,1018.514541,0
56,Al Khawaneej - Dubai - United Arab Emirates,25.230371,55.520233,street ,1,not_sure ,0,3865,410.8726194,0
57,Al Khawaneej - Al Khawaneej 2 - Dubai - United Arab Emirates,25.210907,55.537062,street ,1,not_sure ,0,1706,196.077656,0
58,Al Khawaneej - Dubai - United Arab Emirates,25.238708,55.5449,street ,1,not_sure ,0,805,320.0698833,0
59, Arabian Gulf- daria island ,25.214549,55.23443,close to an island ,0,not_sure ,0,39,97.35626857,0
63,776V+XG9 - Al Fahidi - Dubai - United Arab Emirates,25.262375,55.293807,street ,0,not_sure ,0,46929,75441.70021,0
64,14 St - Al Hamriya - Dubai - United Arab Emirates,25.260776,55.303835,street ,0,not_sure ,0,33421,56395.3026,0
67,Al Raffa - Dubai - United Arab Emirates,25.254634,55.288312,street ,0,not_sure ,0,42904,53912.56599,0
68,kuwat st  - almankhool ,25.249102,55.294975,road ,0,not_sure ,0,37400,30962.75379,0
69,al karama dubai near al asam trading ,25.245157,55.304906,road ,0,yes ,1,70558,57707.61144,0
70,oud metha near movenpick hotel ,25.23809,55.312405,hotel ,1,yes ,1,13616,13519.92458,0
74,the dubai frame ,25.234701,55.296784,road ,0,yes ,1,2,3.938389103,0
83,jumeira 2 near alsamadi resturant ,25.200678,55.240721,road ,0,yes ,1,9380,4535.060141,0
87,near meydan resturant ,25.169257,55.291084,road ,0,yes ,1,819,136.0541706,0
88,jumeirah 3 opposite sunset mall ,25.182836,55.22846,mall ,1,yes ,1,12493,5040.024477,0
89,al safa 1 near splendour village ,25.175917,55.238113,road ,0,yes ,1,7893,5018.519012,0
90,alqouz 1 32 b street ,25.168673,55.253301,road ,0,not_sure ,0,18845,8566.853301,0
91,alqouz 2 near nas cycle track ,25.15075,55.271019,road ,0,not_sure ,0,4551,1385.832601,0
